Maciej Bukowski 350762 28.12.2017 20:22:20


                    STATE OF GAS IN TECHNOLOGICAL PROCESS

DATE        |  TIME      |  TEMPERATURE [°C]  |  MASS [kg]  |  PRESSURE [hPa]
17.12.2017  |  13:29:00  |  28.400            |  27.7       |  4.957191      
17.12.2017  |  13:29:30  |  17.500            |  29.6       |  5.105739      
17.12.2017  |  13:30:00  |  17.900            |  28.6       |  4.940037      
17.12.2017  |  13:30:30  |  26.100            |  28.1       |  4.990419      
17.12.2017  |  13:31:00  |  23.400            |  26.4       |  4.646205      
17.12.2017  |  13:31:30  |  16.400            |  25.8       |  4.433430      
17.12.2017  |  13:32:00  |  25.300            |  29.5       |  5.225046      
17.12.2017  |  13:32:30  |  22.100            |  28.4       |  4.976280      
17.12.2017  |  13:33:00  |  16.200            |  28.9       |  4.962698      
17.12.2017  |  13:33:30  |  22.100            |  25.2       |  4.415572      
17.12.2017  |  13:34:00  |  26.800            |  28.3       |  5.037695      
17.12.2017  |  13:34:30  |  29.600            |  26.0       |  4.671475      
17.12.2017  |  13:35:00  |  25.500            |  29.3       |  5.193100      
17.12.2017  |  13:35:30  |  16.900            |  26.2       |  4.509939      
17.12.2017  |  13:36:00  |  18.600            |  28.1       |  4.865346      
17.12.2017  |  13:36:30  |  24.600            |  29.2       |  5.159780      
17.12.2017  |  13:37:00  |  24.300            |  25.6       |  4.519085      
17.12.2017  |  13:37:30  |  25.500            |  27.6       |  4.891794      
17.12.2017  |  13:38:00  |  24.200            |  28.0       |  4.941087      
17.12.2017  |  13:38:30  |  24.400            |  28.6       |  5.050362      
17.12.2017  |  13:39:00  |  28.600            |  25.8       |  4.620229      
17.12.2017  |  13:39:30  |  28.300            |  25.6       |  4.579856      
17.12.2017  |  13:40:00  |  15.500            |  26.5       |  4.539562      
17.12.2017  |  13:40:30  |  19.600            |  29.3       |  5.090507      
17.12.2017  |  13:41:00  |  15.300            |  25.2       |  4.313876      
17.12.2017  |  13:41:30  |  18.400            |  27.1       |  4.688985      
17.12.2017  |  13:42:00  |  23.100            |  27.1       |  4.764575      
17.12.2017  |  13:42:30  |  21.500            |  29.0       |  5.071086      
17.12.2017  |  13:43:00  |  29.800            |  28.6       |  5.142017      
17.12.2017  |  13:43:30  |  23.300            |  27.6       |  4.855758      
17.12.2017  |  13:44:00  |  15.500            |  28.1       |  4.813649      
17.12.2017  |  13:44:30  |  28.000            |  26.7       |  4.771893      
17.12.2017  |  13:45:00  |  17.700            |  29.1       |  5.022947      
17.12.2017  |  13:45:30  |  15.900            |  25.3       |  4.340003      
17.12.2017  |  13:46:00  |  28.400            |  28.8       |  5.154047      
17.12.2017  |  13:46:30  |  29.800            |  26.9       |  4.836373      
17.12.2017  |  13:47:00  |  25.900            |  26.3       |  4.667626      
17.12.2017  |  13:47:30  |  29.700            |  25.8       |  4.637072      
17.12.2017  |  13:48:00  |  17.800            |  26.3       |  4.541200      
17.12.2017  |  13:48:30  |  25.000            |  29.9       |  5.290571      
17.12.2017  |  13:49:00  |  23.200            |  26.2       |  4.607897      
17.12.2017  |  13:49:30  |  28.900            |  27.5       |  4.929559      
17.12.2017  |  13:50:00  |  22.900            |  27.6       |  4.849207      
17.12.2017  |  13:50:30  |  28.800            |  27.0       |  4.838328      
17.12.2017  |  13:51:00  |  30.000            |  25.9       |  4.659656      
17.12.2017  |  13:51:30  |  27.100            |  27.1       |  4.828907      
17.12.2017  |  13:52:00  |  23.300            |  27.7       |  4.873352      
17.12.2017  |  13:52:30  |  17.000            |  26.7       |  4.597591      
17.12.2017  |  13:53:00  |  17.900            |  25.1       |  4.335487      
17.12.2017  |  13:53:30  |  21.200            |  26.5       |  4.629205      
17.12.2017  |  13:54:00  |  30.000            |  27.9       |  5.019475      
17.12.2017  |  13:54:30  |  29.600            |  26.9       |  4.833180      
17.12.2017  |  13:55:00  |  28.300            |  26.4       |  4.722976      
17.12.2017  |  13:55:30  |  23.800            |  29.6       |  5.216408      
17.12.2017  |  13:56:00  |  21.700            |  25.3       |  4.427088      
17.12.2017  |  13:56:30  |  28.100            |  26.8       |  4.791355      
17.12.2017  |  13:57:00  |  29.900            |  28.2       |  5.071775      
17.12.2017  |  13:57:30  |  16.100            |  25.3       |  4.343006      
17.12.2017  |  13:58:00  |  24.900            |  27.1       |  4.793525      
17.12.2017  |  13:58:30  |  17.500            |  25.3       |  4.364027      
17.12.2017  |  13:59:00  |  27.000            |  26.6       |  4.738234      
17.12.2017  |  13:59:30  |  28.800            |  25.7       |  4.605372      
17.12.2017  |  14:00:00  |  23.300            |  26.6       |  4.679825      
17.12.2017  |  14:00:30  |  27.500            |  29.8       |  5.317090      
17.12.2017  |  14:01:00  |  25.600            |  29.2       |  5.177109      
17.12.2017  |  14:01:30  |  23.600            |  25.3       |  4.455616      
17.12.2017  |  14:02:00  |  27.000            |  28.6       |  5.094492      
17.12.2017  |  14:02:30  |  28.300            |  25.3       |  4.526186      
17.12.2017  |  14:03:00  |  24.600            |  28.4       |  5.018416      
17.12.2017  |  14:03:30  |  23.400            |  25.4       |  4.470213      
17.12.2017  |  14:04:00  |  15.600            |  26.5       |  4.541135      
17.12.2017  |  14:04:30  |  20.900            |  29.1       |  5.078211      
17.12.2017  |  14:05:00  |  16.600            |  26.4       |  4.539666      
17.12.2017  |  14:05:30  |  27.100            |  29.5       |  5.256559      
17.12.2017  |  14:06:00  |  26.400            |  29.7       |  5.279859      
17.12.2017  |  14:06:30  |  15.800            |  27.0       |  4.630021      
17.12.2017  |  14:07:00  |  27.900            |  29.9       |  5.342030      
17.12.2017  |  14:07:30  |  23.500            |  29.2       |  5.140718      
17.12.2017  |  14:08:00  |  25.700            |  26.0       |  4.611298      
17.12.2017  |  14:08:30  |  22.700            |  29.0       |  5.091739      
17.12.2017  |  14:09:00  |  17.200            |  26.0       |  4.480141      
17.12.2017  |  14:09:30  |  15.300            |  25.7       |  4.399468      
17.12.2017  |  14:10:00  |  16.000            |  25.4       |  4.358665      
17.12.2017  |  14:10:30  |  18.000            |  26.3       |  4.544322      
17.12.2017  |  14:11:00  |  24.800            |  28.5       |  5.039469      
17.12.2017  |  14:11:30  |  21.200            |  26.6       |  4.646674      
17.12.2017  |  14:12:00  |  16.500            |  29.4       |  5.053792      
17.12.2017  |  14:12:30  |  27.700            |  28.6       |  5.106374      
17.12.2017  |  14:13:00  |  15.400            |  30.0       |  5.137347      
17.12.2017  |  14:13:30  |  29.000            |  29.4       |  5.271892      
17.12.2017  |  14:14:00  |  23.300            |  25.7       |  4.521485      
17.12.2017  |  14:14:30  |  24.400            |  27.5       |  4.856118      
17.12.2017  |  14:15:00  |  15.600            |  29.1       |  4.986680      
17.12.2017  |  14:15:30  |  16.500            |  28.9       |  4.967844      
17.12.2017  |  14:16:00  |  24.100            |  28.4       |  5.009989      
17.12.2017  |  14:16:30  |  28.200            |  29.8       |  5.329470      
17.12.2017  |  14:17:00  |  20.600            |  29.2       |  5.090463      
17.12.2017  |  14:17:30  |  28.200            |  27.0       |  4.828714      
17.12.2017  |  14:18:00  |  22.200            |  29.4       |  5.153246      
17.12.2017  |  14:18:30  |  22.800            |  26.9       |  4.724623      
17.12.2017  |  14:19:00  |  15.100            |  26.9       |  4.601698      
17.12.2017  |  14:19:30  |  19.700            |  27.1       |  4.709893      
17.12.2017  |  14:20:00  |  24.600            |  29.7       |  5.248132      
17.12.2017  |  14:20:30  |  15.400            |  30.0       |  5.137347      
17.12.2017  |  14:21:00  |  19.600            |  26.7       |  4.638790      
17.12.2017  |  14:21:30  |  28.700            |  29.2       |  5.230830      
17.12.2017  |  14:22:00  |  25.000            |  26.8       |  4.742050      
17.12.2017  |  14:22:30  |  16.200            |  25.3       |  4.344507      
17.12.2017  |  14:23:00  |  24.400            |  26.1       |  4.608897      
17.12.2017  |  14:23:30  |  22.800            |  25.9       |  4.548987      
17.12.2017  |  14:24:00  |  25.800            |  28.0       |  4.967674      
17.12.2017  |  14:24:30  |  26.900            |  25.6       |  4.558586      
17.12.2017  |  14:25:00  |  24.500            |  26.0       |  4.592781      
17.12.2017  |  14:25:30  |  29.100            |  28.7       |  5.148074      
17.12.2017  |  14:26:00  |  24.400            |  28.1       |  4.962069      
17.12.2017  |  14:26:30  |  24.400            |  26.8       |  4.732507      
17.12.2017  |  14:27:00  |  17.800            |  27.6       |  4.765670      
17.12.2017  |  14:27:30  |  16.400            |  25.7       |  4.416246      
17.12.2017  |  14:28:00  |  24.200            |  29.5       |  5.205788      
17.12.2017  |  14:28:30  |  28.100            |  25.3       |  4.523183      
17.12.2017  |  14:29:00  |  28.500            |  28.7       |  5.137854      
17.12.2017  |  14:29:30  |  27.800            |  28.6       |  5.108071      
17.12.2017  |  14:30:00  |  24.800            |  26.3       |  4.650457      
17.12.2017  |  14:30:30  |  26.500            |  26.3       |  4.676991      
17.12.2017  |  14:31:00  |  19.500            |  27.1       |  4.706677      
17.12.2017  |  14:31:30  |  22.100            |  26.7       |  4.678404      
17.12.2017  |  14:32:00  |  21.700            |  30.0       |  5.249512      
17.12.2017  |  14:32:30  |  19.100            |  27.5       |  4.769620      
17.12.2017  |  14:33:00  |  23.800            |  28.0       |  4.934440      
17.12.2017  |  14:33:30  |  24.700            |  25.4       |  4.489809      
17.12.2017  |  14:34:00  |  30.000            |  25.4       |  4.569701      
17.12.2017  |  14:34:30  |  21.900            |  28.2       |  4.937888      
17.12.2017  |  14:35:00  |  16.000            |  28.5       |  4.890628      
17.12.2017  |  14:35:30  |  18.500            |  26.3       |  4.552126      
17.12.2017  |  14:36:00  |  27.800            |  27.5       |  4.911607      
17.12.2017  |  14:36:30  |  22.100            |  29.3       |  5.133979      
17.12.2017  |  14:37:00  |  17.600            |  26.6       |  4.589844      
17.12.2017  |  14:37:30  |  23.100            |  27.2       |  4.782157      
17.12.2017  |  14:38:00  |  29.300            |  28.6       |  5.133531      
17.12.2017  |  14:38:30  |  18.000            |  29.0       |  5.010849      
17.12.2017  |  14:39:00  |  17.300            |  26.8       |  4.619582      
17.12.2017  |  14:39:30  |  19.100            |  27.9       |  4.838996      
17.12.2017  |  14:40:00  |  16.200            |  26.2       |  4.499055      
17.12.2017  |  14:40:30  |  22.500            |  29.0       |  5.088297      
17.12.2017  |  14:41:00  |  19.600            |  25.2       |  4.378184      
17.12.2017  |  14:41:30  |  16.600            |  26.8       |  4.608449      
17.12.2017  |  14:42:00  |  29.900            |  26.5       |  4.766029      
17.12.2017  |  14:42:30  |  16.500            |  26.0       |  4.469340      
17.12.2017  |  14:43:00  |  29.200            |  26.4       |  4.737077      
17.12.2017  |  14:43:30  |  28.100            |  28.2       |  5.041650      
17.12.2017  |  14:44:00  |  16.800            |  28.7       |  4.938574      
17.12.2017  |  14:44:30  |  16.300            |  29.5       |  5.067481      
17.12.2017  |  14:45:00  |  28.400            |  25.2       |  4.509791      
17.12.2017  |  14:45:30  |  20.900            |  29.8       |  5.200367      
17.12.2017  |  14:46:00  |  28.700            |  29.8       |  5.338312      
17.12.2017  |  14:46:30  |  15.600            |  29.8       |  5.106635      
17.12.2017  |  14:47:00  |  25.100            |  29.2       |  5.168444      
17.12.2017  |  14:47:30  |  28.300            |  26.2       |  4.687196      
17.12.2017  |  14:48:00  |  27.400            |  29.8       |  5.315321      
17.12.2017  |  14:48:30  |  26.900            |  26.4       |  4.701042      
17.12.2017  |  14:49:00  |  18.900            |  27.0       |  4.679695      
17.12.2017  |  14:49:30  |  15.900            |  27.8       |  4.768857      
17.12.2017  |  14:50:00  |  28.800            |  28.0       |  5.017526      
17.12.2017  |  14:50:30  |  26.900            |  27.8       |  4.950339      
17.12.2017  |  14:51:00  |  22.900            |  27.3       |  4.796498      
17.12.2017  |  14:51:30  |  27.100            |  25.7       |  4.579443      
17.12.2017  |  14:52:00  |  15.900            |  29.4       |  5.043324      
17.12.2017  |  14:52:30  |  16.800            |  26.1       |  4.491177      
17.12.2017  |  14:53:00  |  18.600            |  28.1       |  4.865346      
17.12.2017  |  14:53:30  |  22.400            |  26.5       |  4.648078      
17.12.2017  |  14:54:00  |  26.900            |  27.2       |  4.843497      
17.12.2017  |  14:54:30  |  16.800            |  27.5       |  4.732083      
17.12.2017  |  14:55:00  |  26.600            |  26.8       |  4.767498      
